,0
0,12.90959633942682
1,15.210870511977548
2,15.358425980410612
3,14.606923940486881
4,16.46184315253527
5,14.058492334216494
6,16.650714055288415
7,13.482989885016032
8,16.363328371591678
9,12.563157040244862
10,15.357074133351166
11,12.178600544209853
12,14.967487728413433
13,11.613472551275215
14,14.252681719517382
15,11.08168555698953
16,13.5404925242097
17,10.543481153436078
18,12.796525884194988
19,10.053495915241891
20,12.108758268039951
21,9.5748897920169
22,11.433280870159345
23,9.142403132370513
24,10.822178167028223
25,8.721189058275597
26,10.25254827714142
27,8.034953574538553
28,9.29735375139405
29,7.867058730417111
30,9.00795673786595
31,7.4704788960384265
32,8.53328676783176
33,7.209174970788176
34,8.150312942243952
35,6.87091563086037
36,7.7323893404743815
37,6.618676832550294
38,7.378325975188838
39,6.3219695234346585
40,7.012460472635305
41,6.090137916523577
42,6.697084403114945
43,5.823913593897343
44,6.374088183013435
45,5.612634128447106
46,6.0944029727207765
47,5.18081377995728
48,5.601152065325989
49,5.003679750870989
50,5.37102717949436
51,4.846880453587415
52,5.1874961985990575
53,4.673677873719056
54,4.967082383188907
55,4.5122217682176675
56,4.783737216993753
57,4.34648739798615
58,4.577126097585427
59,4.187929049768814
60,4.40216389822164
61,4.0315639192584545
62,4.210693668172085
63,3.879648855301892
64,4.04728958562455
65,3.7333270593865775
66,3.973124741324705
67,3.6840288633822458
68,3.7880733203137167
69,3.51237500547674
70,3.5942436143486485
71,3.1426204030963762
72,3.231587853562107
73,3.1250260825613525
74,3.197818242163555
75,2.970848223968834
76,3.043994309195838
77,2.914511514609291
78,2.970179909497304
79,2.7727499853529416
80,2.828952738186514
81,2.702136000801209
82,2.742907297546811
83,2.572356868032599
84,2.614257377355177
85,2.4980841085908496
86,2.526553807501471
87,2.3790883293438885
88,2.409371369439716
89,2.306011226014007
90,2.324536861808858
91,2.1965732699847638
92,2.2176117284929675
93,2.1269580485406028
94,2.1375499205012902
95,2.0259966755356418
96,2.0397906639366954
97,1.9608606005266274
98,1.9651902492227142
99,1.8674533538708662
100,1.875651945076097
101,1.807185782130663
102,1.8066241209888287
103,1.7205499911267066
104,1.7244960143854977
105,1.665215504793929
106,1.6608767891147094
107,1.4552447485221054
108,1.7654420704136766
109,1.609820197970706
110,1.5319580608457612
111,1.573541611043553
