qi,uf,u_new,P,res
0.4369282097373893,0.841224200129142,0.8363641425098925,9.09641663440225,0.914422300842537
0.8363641425098925,1.2164675481454463,1.2133621934957692,8.755848453762413,0.4509697257359678
1.2133621934957692,1.5716681111053825,1.5694383671767127,8.458700010042648,0.293707040569212
1.5694383671767127,1.9077115120879728,1.9060039216223543,8.167995340475242,0.21473927618336197
1.9060039216223543,2.225733297488044,2.224369459794244,7.896965392130143,0.16737242961571927
2.224369459794244,2.5268741108556063,2.5257518517646926,7.639408879519197,0.13588312294713603
2.5257518517646926,2.8122257609985515,2.8112810695342367,7.396709292114946,0.11349340447338663
2.8112810695342367,3.082815983736531,3.0820064467228994,7.167395551417646,0.09680116606087007
3.0820064467228994,3.3396067000321192,3.3389025968140422,6.950172649089024,0.08391109233190551
3.3389025968140422,3.5834950785614135,3.5828748676463893,6.744129940007957,0.07368356301221325
3.5828748676463893,3.8153168056403057,3.8147644221153065,6.54922398108778,0.06539213094780887
3.8147644221153065,4.035849754933484,4.035352923513617,6.364943751854483,0.05855180333043672
4.035352923513617,4.245817776718221,4.245366890289469,6.189964155575159,0.05282640608985495
4.245366890289469,4.445894296739021,4.445481721455032,6.023307231036107,0.047975555428170086
4.445481721455032,4.636705838252704,4.6363254479609335,5.86659896104428,0.04382281243230244
4.6363254479609335,4.818835380361122,4.818482160919955,5.716039523323003,0.04023572488271012
4.818482160919955,4.99282542960065,4.992495250386983,5.5744676600315355,0.03711294734699003
4.992495250386983,5.159180915663146,5.158870339552229,5.438929780192404,0.03437559636891212
5.158870339552229,5.318371910649436,5.318078053853112,5.310714449599832,0.031961375821966155
5.318078053853112,5.470836131594114,5.47055655194797,5.1881490124876,0.029820428301333735
5.47055655194797,5.616981262767386,5.616713890016032,5.072249662540945,0.027912393925276315
5.616713890016032,5.7571871408625155,5.756930192585619,4.960930944538082,0.02620424970224428
5.756930192585619,5.8918077353466325,5.891559690448688,4.855789768165026,0.02466873392645528
5.891559690448688,6.021173030055962,6.020932573615123,4.756020006023654,0.023283138592289396
6.020932573615123,6.145590740299577,6.145356712106662,4.658303263378996,0.022028406146828095
6.145356712106662,6.26534789863911,6.265119297360908,4.566263966686643,0.020888441502925698
6.265119297360908,6.380712353239443,6.380488344650853,4.479525945215007,0.019849565008934433
6.380488344650853,6.4919341601072675,6.491713966244893,4.394582205602688,0.01890005820202417
6.491713966244893,6.599246792999099,6.5990297466691725,4.3149449682541,0.018029865792507326
6.5990297466691725,6.702868373266027,6.7026538884697375,4.238657656341933,0.017230294375274346
6.7026538884697375,6.80300274216148,6.80279029485667,4.1643955505864705,0.016493800497709134
6.80279029485667,6.899840454333285,6.899629599879984,4.0947515465194035,0.015813817267331325
6.899629599879984,6.99355977068274,6.993350099067976,4.027080047392198,0.01518459830446045
6.993350099067976,7.084327455872318,7.084118616409921,3.962666666656172,0.01460110400639117
7.084118616409921,7.172299635470303,7.1720913112406475,3.900985869871952,0.014058896178454327
7.1720913112406475,7.257622509703458,7.257414419746498,3.84097549006652,0.013554055223220644
7.257414419746498,7.340433043487092,7.340224950344245,3.7841481695828927,0.01308311312214182
7.340224950344245,7.420859645156827,7.4206513260430675,3.7292315302655203,0.012642988225911124
7.4206513260430675,7.499022702533738,7.498813967820981,3.6763842461277547,0.012230939158322506
7.498813967820981,7.575035176973638,7.574825855933847,3.625703157400568,0.01184451891922773
7.574825855933847,7.649003082540377,7.648793030244004,3.5770938827454892,0.011481540700329917
7.648793030244004,7.7210259937184205,7.720815072093441,3.529788135945322,0.011140042748316053
7.720815072093441,7.791197425186973,7.790985528516637,3.4845607660282565,0.010818266041095466
7.790985528516637,7.8596053257215415,7.859392353113902,3.441301496451041,0.010514626716501546
7.859392353113902,7.926332359757586,7.926118229733038,3.399481714514151,0.010227696805802185
7.926118229733038,7.991456360399364,7.991240991570302,3.3569246032644044,0.009956188997003047
7.991240991570302,8.055050494873521,8.054833865682403,3.3227764652615535,0.009698930705876026
8.054833865682403,8.11718387253734,8.116965851711129,3.2809830739515955,0.009454867328020302
8.116965851711129,8.177921304285748,8.17770184932533,3.2391915647567178,0.009223039011846738
8.17770184932533,8.237324090402804,8.237103348179309,3.225502949444899,0.009002584619543638
8.237103348179309,8.295450377039277,8.29522792129641,3.1576723608973465,0.008792681632494958
8.29522792129641,8.352353916562095,8.352130079049283,3.1522900675275647,0.008592604776868006
8.352130079049283,8.408086924431773,8.4078613700054,3.094578568076084,0.00840172601467372
8.4078613700054,8.462697437690675,8.462470618547089,3.0925651819857674,0.008219430089884046
8.462470618547089,8.516232377850798,8.516003730436246,3.0428398065556497,0.008045143885051365
8.516003730436246,8.568734085777855,8.568503835604835,3.011749357579681,0.00787832749506584
8.568503835604835,8.620244205205527,8.620012460233147,2.999875110788481,0.007718586814517599
8.620012460233147,8.670801884349558,8.670568397808855,2.9553303834984437,0.007565447635331469
8.670568397808855,8.720443533384481,8.72020857957214,2.9482260904172395,0.007418511944125038
8.72020857957214,8.769204633626696,8.768967871908416,2.8912880007615236,0.007277427013525198
8.768967871908416,8.81711769424436,8.816879467769432,2.888763664969926,0.007141836101418094
8.816879467769432,8.864214783338818,8.863974892037621,2.8626864424495677,0.007011448756514464
8.863974892037621,8.91052532985626,8.910284170959777,2.8610491795366184,0.006885984623552973
8.910284170959777,8.956078495423295,8.955835272105821,2.7816432254033643,0.006765133073202803
8.955835272105821,9.000899552273546,9.000654735610805,2.7813120687465767,0.006648594922965824
9.000654735610805,9.045014933744023,9.04476887540086,2.780876103413868,0.006536289746832849
9.04476887540086,9.088449715092757,9.088201910903786,2.750972148132593,0.006427899711593269
9.088201910903786,9.13122606915334,9.130976621008498,2.7176293553101254,0.006323203204081577
9.130976621008498,9.173366195184377,9.173115343654448,2.713989984657319,0.0062220792130258515
9.173115343654448,9.21489152165918,9.214639003075932,2.6784159579616817,0.006124320106335943
9.214639003075932,9.255821523381703,9.255567669710791,2.6772460043677944,0.0060297667724332985
9.255567669710791,9.296175951002448,9.295920370143941,2.637605747607667,0.005938262123037019
9.295920370143941,9.335972175628632,9.335715276505981,2.636877342389592,0.005849653658303568
9.335715276505981,9.37522837443118,9.374969804511283,2.5993594008318315,0.005763826513335682
9.374969804511283,9.4139603042826,9.413700324458627,2.595912048001328,0.005680614530217371
9.413700324458627,9.452184370537006,9.45192321825325,2.5947200706168023,0.005599976751085679
9.45192321825325,9.489916259970641,9.489653268784243,2.539492319207662,0.005521730759914819
9.489653268784243,9.527169063418798,9.526904652279113,2.5387964114892423,0.005445739176989128
9.526904652279113,9.56395730953138,9.563691701887286,2.5384892443078635,0.005372007916994801
9.563691701887286,9.600294810660735,9.60002831103307,2.5385738475553667,0.005300442675534545
9.60002831103307,9.636194721889224,9.635925963177755,2.454381674988918,0.0052308643074758234
9.635925963177755,9.671666913502284,9.67139660314255,2.4549628051543646,0.005163124357316392
9.67139660314255,9.70672389049142,9.706452529434134,2.4801963390665778,0.0050973252220451945
9.706452529434134,9.741378021455368,9.74110589052821,2.4804484809179868,0.005033392398535352
9.74110589052821,9.77564070490082,9.775366509692677,2.4229230077930173,0.00497109407542556
9.775366509692677,9.809519813370837,9.809244356932256,2.423368177173348,0.004910428282755095
9.809244356932256,9.84302631966334,9.842749757557632,2.411684879987392,0.004851407131305736
9.842749757557632,9.876170402499508,9.875892395692443,2.388640757473236,0.00479379433662788
9.875892395692443,9.908960383389841,9.908681301738374,2.389049317716628,0.004737749277892239
9.908681301738374,9.941405637336231,9.941125078435896,2.366300619034997,0.004683134590838647
9.941125078435896,9.973514248949519,9.973232646924798,2.3666936858963195,0.004629871450078043
9.973232646924798,10.005294912017298,10.005011711748367,2.3287401007875768,0.004577932226710626
10.005011711748367,10.036754340649663,10.036470077140558,2.329180066033095,0.004527234064213882
10.036470077140558,10.067900991692305,10.067615364733452,2.321056246487262,0.00447777795295955
10.067615364733452,10.098741958665924,10.09845517516206,2.314065545459374,0.004429444166754435
10.09845517516206,10.129284317342721,10.128996497164797,2.313498452826378,0.004382315392827643
10.128996497164797,10.159535258038348,10.15924660465578,2.313795267543564,0.004336325436829013
10.15924660465578,10.189501708739467,10.189210955645969,2.2225693736751153,0.004291424704583356
10.189210955645969,10.219187401827774,10.218895348673398,2.223231431987446,0.0042474172126959215
10.218895348673398,10.248599515100514,10.248306869299624,2.2924485174541647,0.004204487707114736
10.248306869299624,10.277745931835673,10.277452032451958,2.246397385642408,0.004162448793601303
10.277452032451958,10.306630970550703,10.306336187854493,2.2468301507047634,0.004121439367160439
10.306336187854493,10.335260746810738,10.334964402147149,2.205989419801113,0.004081318747644534
10.334964402147149,10.36363955724692,10.363342174826274,2.2065518232287937,0.0040420512387611615
10.363342174826274,10.391773181418039,10.391474699882146,2.2031199327527844,0.004003655730456175
10.391474699882146,10.419666436999039,10.419367137173536,2.203552460611502,0.0039660984392839
10.419367137173536,10.447324737618276,10.447024041552112,2.185643112636899,0.003929342136324528
10.447024041552112,10.474752124977526,10.47445051083432,2.18611949723988,0.003893336710113493
10.47445051083432,10.50195364420102,10.501650694082105,2.1399377679227527,0.0038581201220520083
10.501650694082105,10.528932657163315,10.52862865420762,2.1436436476454586,0.0038235282205607048
10.52862865420762,10.55569409880332,10.555389186986348,2.14430180541743,0.0037897316408353242
10.555389186986348,10.582242404476004,10.581936332927523,2.14267136644455,0.003756626514385595
10.581936332927523,10.608581342911501,10.608274435058428,2.1432280102985857,0.0037241935939060712
10.608274435058428,10.634715271175402,10.63440716735216,2.1163473120323038,0.003692410022816159
10.63440716735216,10.660647286828938,10.660338361434585,2.1168494774955704,0.0036612628841576774
10.660338361434585,10.686381614369212,10.686071530024147,2.1056723928923926,0.003630743868349985
10.686071530024147,10.711921524283682,10.711610620500624,2.1061825977191573,0.0036008018529966037
10.711610620500624,10.737270915585322,10.736958713874888,2.065529026486492,0.003571474280921474
10.736958713874888,10.762432130689144,10.762119053652421,2.0661630561190396,0.00354267871520667
10.762119053652421,10.787409140229599,10.787094966118188,2.068970730661074,0.0035144465204279872
10.787094966118188,10.812205001164083,10.811889991424785,2.069652611225198,0.0034867462504082863
10.811889991424785,10.836823221789482,10.836507399896634,2.06871899137122,0.0034596022479975886
10.836507399896634,10.861266969839258,10.860950162255552,2.0547621231187474,0.003432902180373826
10.860950162255552,10.885538841876944,10.885221285283437,2.0553020293263993,0.003406769086974734
10.885221285283437,10.909642117461285,10.909323170642738,2.0080692221265033,0.003381125192105973
10.909323170642738,10.933578362043967,10.933258529253967,2.0088013028940157,0.003355900893011475
10.933258529253967,10.957350968209475,10.957030439027106,2.033180419574577,0.0033311771896479504
10.957030439027106,10.980963155213779,10.980641966507118,2.033719672408599,0.0033069188089108535
10.980641966507118,11.004417739908574,11.00409529600624,1.99802892030799,0.003283091310593724
11.00409529600624,11.027716179205617,11.02739295091833,1.9986546353256462,0.003259666507471933
11.02739295091833,11.050861514229673,11.050537407463676,1.9905054472706802,0.0032367069658590323
11.050537407463676,11.073855967700984,11.073531150758972,1.9911075833717233,0.003214122164972147
11.073531150758972,11.096702299188422,11.096376348534461,1.971250109423816,0.003191958423459875
11.096376348534461,11.119402156710578,11.119075332879076,1.968685480416486,0.003170074745494643
11.119075332879076,11.141957922918293,11.141630337193764,1.9694685134843497,0.0031486628327114328
11.141630337193764,11.164372089732407,11.16404373361913,1.9632292089012684,0.0031276433678536926
11.16404373361913,11.186646922991414,11.186317939492492,1.963796767553128,0.0031069748036886757
11.186317939492492,11.208784784304106,11.20845459972056,1.9390933634103638,0.003086668165013905
11.20845459972056,11.2307865565674,11.230455588550697,1.9398397517020312,0.0030666827256691344
11.230455588550697,11.252654784687486,11.252323159896974,1.9402810965415718,0.0030470777291612583
11.252323159896974,11.274391874088687,11.274059408817621,1.932404312723092,0.003027727822841352
11.274059408817621,11.295999406382924,11.295666292296819,1.9330607370514554,0.003008767588358848
11.295666292296819,11.317479573665173,11.317145290279923,1.8990606256120575,0.0029901400570176854
11.317145290279923,11.338833125395979,11.338498085895983,1.8999286514105809,0.0029717677103015656
11.338498085895983,11.360062426686905,11.359726746483792,1.910505894050112,0.002953732931632745
11.359726746483792,11.38116966924791,11.38083339357741,1.9112123308027433,0.002936003591223443
11.38083339357741,11.402156734233149,11.401819532076075,1.8985505486074723,0.0029185652461105782
11.401819532076075,11.423024635063067,11.42268672389939,1.8964335257926952,0.002901364013118321
11.42268672389939,11.44377531596763,11.443436787628611,1.8971584151565748,0.0028844934515727494
11.443436787628611,11.464410588573697,11.464070980210169,1.8591494820145213,0.0028679124241920272
11.464070980210169,11.484931143796818,11.484590817958217,1.8600189441823043,0.0028515462305762065
11.484590817958217,11.505338970219288,11.504998019996941,1.874550095486795,0.0028354676001965695
11.504998019996941,11.52563582116229,11.525294279725566,1.8753457091600398,0.002819658486351683
11.525294279725566,11.545823360019739,11.545481040468784,1.8674983582693583,0.0028041098158813568
11.545481040468784,11.565902926553607,11.565559887345572,1.8573968697634335,0.002788743178476625
11.565559887345572,11.585875716211714,11.585532083723882,1.8581844075586724,0.002773673829554447
11.585532083723882,11.605743416081454,11.60539881524223,1.8315961144424644,0.0027588535014293402
11.60539881524223,11.625506712525189,11.625161460975404,1.8324787895923995,0.002744226172109445
11.625161460975404,11.645167349734725,11.644821428634017,1.8346384589188052,0.0027298464928626172
11.644821428634017,11.664726611231252,11.664380102623511,1.8355203572605718,0.002715698252228166
11.664380102623511,11.684186031232237,11.68383882301992,1.8334282952917176,0.0027017773263482182
11.68383882301992,11.703546803538163,11.703199057516105,1.8342259444105278,0.0026880582733233393
11.703199057516105,11.722810408568174,11.722461741248814,1.8073570053954415,0.0026745625236233844
11.722461741248814,11.741977217464155,11.741627920794533,1.8083347965084131,0.002661247291242909
11.741627920794533,11.761048858139365,11.760698989214491,1.8111155357367792,0.0026481574375320383
11.760698989214491,11.780026713286489,11.779676198393743,1.810886951013379,0.002635234091203873
11.779676198393743,11.798911972296882,11.798560934713668,1.8118222798228865,0.0026225388820444537
11.798560934713668,11.817705926070282,11.817354059464664,1.7908784337479442,0.0026100499847419474
11.817354059464664,11.836408887218202,11.836056411964734,1.7917553796339454,0.0025977095500304285
11.836056411964734,11.855022406725201,11.854669385794123,1.7926835076497911,0.002585581090009897
11.854669385794123,11.873547695532794,11.873194011813393,1.781928229828015,0.002573662120018092
11.873194011813393,11.891985718874409,11.891631511853062,1.7827890338702848,0.0025618902756061345
11.891631511853062,11.91033771044466,11.909982697492174,1.7711768910403853,0.0025503006062866365
11.909982697492174,11.928603989029948,11.928248398926012,1.772220848262988,0.0025388687297174003
11.928248398926012,11.946785940742624,11.946429814346276,1.7754710111551184,0.0025276317637037055
11.946429814346276,11.964884830624538,11.964528128365394,1.76966812220172,0.002516494799800083
11.964528128365394,11.982901482395151,11.982544296222153,1.7705908713152503,0.0025055843787619566
11.982544296222153,12.000837049017626,12.00047900532179,1.7473977804852256,0.0024948342850218785
12.00047900532179,12.01869166535359,12.018333063211395,1.7484378940745011,0.002484212295573467
12.018333063211395,12.036466661407148,12.036107577289716,1.7527306687386357,0.0024737653365652875
12.036107577289716,12.054163225522203,12.05380365793695,1.7536703274843868,0.002463480735445399
12.05380365793695,12.071782319934432,12.071422073447634,1.7449219140263161,0.0024533330493912856
12.071422073447634,12.089324375410087,12.088963632149943,1.7458528837290062,0.0024433356167227276
12.088963632149943,12.106790535924002,12.106429152481601,1.7351217390891573,0.0024334970110812437
12.106429152481601,12.12418146667247,12.123819523964237,1.7336499674225503,0.0024237522510059677
12.123819523964237,12.141498026063577,12.141135608853965,1.7346909365681136,0.002414186926941847
12.141135608853965,12.158741232741894,12.15837808875416,1.7197409888511421,0.0024047712816255297
12.15837808875416,12.17591139392855,12.175547747144144,1.7208182906838954,0.002395455543370775
12.175547747144144,12.193009622818602,12.192645465140611,1.7216236845866828,0.0023862874571531144
12.192645465140611,12.21003672781924,12.20967210016563,1.7226752766895495,0.0023772681071082377
12.20967210016563,12.226993642668008,12.226628479429497,1.7187090482402108,0.002368373004700307
12.226628479429497,12.243880990161538,12.243515305956791,1.7175609274415589,0.0023595754690355257
12.243515305956791,12.260699585375583,12.260333476204805,1.7185086602406627,0.0023509243602458612
12.260333476204805,12.277450304132993,12.277083318741534,1.6877038203568955,0.0023424300984936524
12.277083318741534,12.29413278544912,12.293765263414308,1.6889943938275613,0.0023340048522323287
12.293765263414308,12.310748239773242,12.310380389985035,1.7023938114204566,0.0023257352548770936
12.310380389985035,12.327298045852036,12.326929711746788,1.7023641175006785,0.0023175230384184786
12.326929711746788,12.343782610958216,12.343413879982027,1.7034357448344704,0.0023094783549610196
12.343413879982027,12.360202821728988,12.359833351296803,1.6886203915397866,0.002301551991943632
12.359833351296803,12.376558725943289,12.376188782236895,1.6897801644921469,0.0022937055504456986
12.376188782236895,12.392851297462116,12.392480965681324,1.6878499737125534,0.0022859855077624214
12.392480965681324,12.40908124797178,12.40871033968428,1.6806815688990067,0.0022783504084377872
12.40871033968428,12.42524908788494,12.424877750869424,1.6818363982048137,0.0022708428300259684
12.424877750869424,12.44135561575575,12.440983720462059,1.6792715052532532,0.002263439787573306
12.440983720462059,12.457401240046282,12.457028901584302,1.6803612668220664,0.0022561441559999845
12.457028901584302,12.473386759019524,12.473013858436287,1.66776645608003,0.00224894209724421
12.473013858436287,12.48931247997809,12.48893913106542,1.6689250119948602,0.0022418495047219766
12.48893913106542,12.505179191548649,12.504805345765561,1.6693686428253787,0.0022348377177092665
12.504805345765561,12.520987455638586,12.520613187539935,1.6705315948332693,0.0022279491266518313
12.520613187539935,12.536737999925991,12.536363340121689,1.6683413537075793,0.002221147318288404
12.536363340121689,12.552431456540997,12.552056110208035,1.650281566029175,0.0022144219214195815
12.552056110208035,12.568067807373009,12.567692024105801,1.6516260603876514,0.002207799375809331
12.567692024105801,12.583647921150124,12.583271698154727,1.6534166320816608,0.002201268150512899
12.583271698154727,12.599172400245479,12.598795766751426,1.654687769038965,0.0021948211521717704
12.598795766751426,12.614641914475035,12.614264835761793,1.6553642327222042,0.0021884711518711845
12.614264835761793,12.630056919874196,12.629679441942542,1.6565998935363109,0.0021822211141139685
12.629679441942542,12.645418090484492,12.645040103596326,1.6507346948407724,0.0021760573560755353
12.645040103596326,12.660725661146659,12.660347243194096,1.6507606528567011,0.0021699464705790352
12.660347243194096,12.675980307909462,12.675601523696175,1.651927436821628,0.00216393927332161
12.675601523696175,12.691182666342886,12.69080320401431,1.624046315741888,0.0021580445108766743
12.69080320401431,12.706332510695166,12.705952571795404,1.6277900022323084,0.0021521730681343444
12.705952571795404,12.721430622154141,12.721050268618805,1.6293864499110562,0.002146406107236481
12.721050268618805,12.736477630091072,12.73609705455209,1.6512674635333364,0.002140744126386875
12.73609705455209,12.751474515097328,12.751093612909132,1.652405772087553,0.0021351349345237946
12.751093612909132,12.766421752183494,12.766040074126085,1.6158418855315395,0.002129600525916738
12.766040074126085,12.781318702045168,12.780936583169296,1.617419327840798,0.0021241360354263537
12.780936583169296,12.796166270762043,12.795783928665472,1.6375611770846334,0.002118764279014358
12.795783928665472,12.810965499870353,12.81058273038014,1.6341141164426818,0.0021134295594944156
12.81058273038014,12.825716557913509,12.825333453982095,1.6353400743325954,0.002108203084372596
12.825333453982095,12.840420039882165,12.840036241054701,1.6067813395724715,0.0021030419166951308
12.840036241054701,12.855075613325011,12.854691375588393,1.6082424577124135,0.002097949705741232
12.854691375588393,12.869684015462092,12.869299610911218,1.6285779166720582,0.0020929134220116965
12.869299610911218,12.884246215982376,12.883861476470528,1.6298049760004445,0.0020879806092449554
12.883861476470528,12.898762603029889,12.898377171249097,1.6077183109373816,0.002083090191856493
12.898377171249097,12.91323290195475,12.912847063065223,1.6092059756981454,0.0020782635490634704
12.912847063065223,12.927657826540798,12.927271713197662,1.6137512097665703,0.0020735040363841924
12.927271713197662,12.942037859290995,12.941651353076661,1.6143388928519642,0.002068803751310788
12.941651353076661,12.956373546739725,12.95598672001349,1.6156619382987925,0.0020641815759090214
12.95598672001349,12.970665379123131,12.970277977160706,1.6047069580620563,0.0020596137353710298
12.970277977160706,12.984913199213674,12.984525405648567,1.6061130782975213,0.0020551102730134796
12.984525405648567,12.999117639107167,12.998729574229369,1.6053580607835538,0.002050657959092463
12.998729574229369,13.013279285496404,13.01289087562503,1.6066379151618655,0.002046304008690003
13.01289087562503,13.027398549221925,13.027009568447765,1.5997879455150434,0.0020419858309660404
13.027009568447765,13.041475323165113,13.041086003519846,1.6003076450174383,0.0020377045018416503
13.041086003519846,13.055510296560504,13.055120648045579,1.6017548225568634,0.0020335017525037846
13.055120648045579,13.069503916139912,13.0691138527738,1.6002788585897356,0.0020293573321362324
13.0691138527738,13.083456390666766,13.083065983770707,1.6016071919462889,0.0020252685762034315
13.083065983770707,13.097368204855677,13.096977227621883,1.5811877683632476,0.0020212325816869434
13.096977227621883,13.11123913907257,13.110847758165091,1.5828393659187117,0.002017275922983672
13.110847758165091,13.12506980449215,13.124678279078196,1.6012120954619573,0.002013346110951611
13.124678279078196,13.13886113759014,13.138469312834975,1.6025387138775369,0.002009486014393295
13.138469312834975,13.152613404500086,13.152220959402067,1.5864113856050615,0.0020056555292541738
13.152220959402067,13.166326252950858,13.165933425128316,1.5879886716226808,0.0020019090638532322
13.165933425128316,13.180000281224142,13.179607267688805,1.5905066389080644,0.001998193634433613
13.179607267688805,13.193636122253917,13.193242627764864,1.5866918669160885,0.0019945147950329264
13.193242627764864,13.207233836322539,13.206840026462153,1.58822500201911,0.0019909052334031166
13.206840026462153,13.220793921085562,13.220399689143969,1.5827199648120431,0.0019873465419006702
