-9.666666666666667157e-03,1.229166666666664650e-03,1.248611812359530287e-03
-9.000000000000001055e-03,3.562499999999997093e-03,3.579183979686210732e-03
-8.333333333333333218e-03,5.729166666666667129e-03,5.743134941533090641e-03
-7.666666666666667115e-03,7.729166666666664569e-03,7.740494451730472146e-03
-7.000000000000001013e-03,9.562499999999996350e-03,9.571291440037191581e-03
-6.333333333333333176e-03,1.122916666666666508e-02,1.123555369518011195e-02
-5.666666666666667074e-03,1.272916666666666641e-02,1.273330756039504040e-02
-5.000000000000000971e-03,1.406249999999999688e-02,1.406457764480471828e-02
-4.333333333333333134e-03,1.522916666666666342e-02,1.522938655379611241e-02
-3.666666666666667032e-03,1.622916666666666258e-02,1.622775464135107343e-02
-3.000000000000000496e-03,1.706249999999999781e-02,1.705969978704387907e-02
-2.333333333333333526e-03,1.772916666666666391e-02,1.772523720014880858e-02
-1.666666666666666990e-03,1.822916666666666435e-02,1.822437925300419981e-02
-1.000000000000000888e-03,1.856249999999999914e-02,1.855713534545851140e-02
-3.333333333333339185e-04,1.872916666666666480e-02,1.872351180188359249e-02
3.333333333333330512e-04,1.872916666666666480e-02,1.872351180188359596e-02
9.999999999999991535e-04,1.856249999999999914e-02,1.855713534545851140e-02
1.666666666666666123e-03,1.822916666666666435e-02,1.822437925300419981e-02
2.333333333333333093e-03,1.772916666666666391e-02,1.772523720014880858e-02
2.999999999999999195e-03,1.706250000000000128e-02,1.705969978704387907e-02
3.666666666666666165e-03,1.622916666666666605e-02,1.622775464135107690e-02
4.333333333333333134e-03,1.522916666666666342e-02,1.522938655379611587e-02
4.999999999999999237e-03,1.406249999999999861e-02,1.406457764480471828e-02
5.666666666666666206e-03,1.272916666666666641e-02,1.273330756039504214e-02
6.333333333333333176e-03,1.122916666666666508e-02,1.123555369518011368e-02
6.999999999999999278e-03,9.562500000000001554e-03,9.571291440037193315e-03
7.666666666666665381e-03,7.729166666666669773e-03,7.740494451730473013e-03
8.333333333333331483e-03,5.729166666666671466e-03,5.743134941533091509e-03
8.999999999999999320e-03,3.562500000000002297e-03,3.579183979686211166e-03
9.666666666666667157e-03,1.229166666666664650e-03,1.248611812359530504e-03
